material,process,energy_use,water_use,waste,transport_km,emissions,end_of_life,impact_score
Steel,Injection Molding,378.8903638416399,61.91931012965977,12.719825106580355,121.45458650781764,7.241521641325267,Recycled,30.247902916792658
Steel,Rolling,472.253205569467,190.66407682757796,7.970219065672612,706.6491176861878,90.36325744410973,Recycled,97.53732771464209
Steel,Extrusion,131.55487977454706,38.70099943837104,6.947862031699016,545.2914918784612,79.40384926336947,Recycled,17.011541730928148
Copper,Injection Molding,79.92332031504986,92.14361219809436,15.860482230812181,105.56912549348641,79.13573173924314,Landfill,89.82380639532352
Plastic,Casting,383.5042921805266,189.28702483184378,5.951244739521687,249.47488997625058,48.50959710533929,Incinerated,77.68033321398879
Copper,Casting,308.51290093096037,89.74819021596323,34.915905743012466,22.279995914541644,42.81050283067777,Recycled,7.6479955499313075
Copper,Casting,428.82294954122244,131.31993005617625,4.052298108373072,474.08028580986075,33.7769942391533,Incinerated,98.67291015008487
Aluminium,Extrusion,112.89756948183027,85.54293561293092,25.961684279339696,308.2526081524004,11.241011600664748,Recycled,27.136596353901055
Copper,Extrusion,407.8702903369506,62.1008884462473,49.83814583879586,602.3739094547813,26.682359531901415,Recycled,9.858292702241233
Aluminium,Casting,140.73229402148502,196.95575311236738,40.88454320579492,304.265429631531,28.427345322912338,Landfill,82.93142341257594
Aluminium,Injection Molding,123.64517428956702,87.77346119985818,31.145752473319533,306.91992039191484,50.98732162246915,Recycled,70.66755336776998
Copper,Extrusion,123.91960906894683,179.87884869903553,16.00642741854397,745.7612667442874,76.00721862668593,Recycled,61.72188058779008
Plastic,Casting,416.558624104122,53.69137511930637,31.570895978290284,57.66140761856992,50.01193369780493,Landfill,15.598086369893316
Plastic,Casting,349.33874931329007,50.489893764765824,26.82503173167093,903.8660452400674,10.495222697480258,Incinerated,47.84961162559619
Plastic,Injection Molding,285.37944114610366,15.915475748057158,21.878085810628203,853.7412356472696,95.99003109387937,Recycled,78.05560268872138
Plastic,Rolling,211.47371785557613,133.81669682141816,7.404808460269774,671.1266363941425,94.55881031394067,Landfill,30.362393814384024
Plastic,Extrusion,444.7402433658987,80.02000530751462,44.44360654678287,597.2893544063105,79.5930065990988,Recycled,31.168982851504147
Copper,Injection Molding,226.60029834018593,174.22806746953103,23.039447792244804,893.3794731582557,99.17615064860095,Landfill,0.3140906048122116
Copper,Casting,417.4697477622097,99.90988227139586,10.536503079217487,193.4768777334273,56.72582161602498,Incinerated,17.424340164537956
Steel,Casting,247.61070885659828,193.95675130379712,19.02020819298719,88.17947056892032,96.46299327405458,Incinerated,87.54056251218343
Plastic,Injection Molding,219.62499324120841,45.24984798359302,21.292357873917425,247.11506821044273,12.182478858591324,Landfill,44.17464916377071
Copper,Extrusion,258.2059035513229,175.03840191156604,41.54935688277684,796.6324959131883,39.73967108483028,Landfill,98.4234499234434
Steel,Rolling,185.62004337386392,157.55340203043093,36.9471046475087,44.32356405921849,26.411220460642753,Landfill,39.57079635737926
Plastic,Rolling,386.424221079313,156.47515048236988,38.69593978842565,586.9787667326548,23.60414299275565,Incinerated,71.51864547802413
Aluminium,Casting,276.22417554161564,170.50881334220867,1.5405319570037135,995.4831410293968,18.376280144804227,Recycled,28.191904290472912
Steel,Extrusion,154.4957128160678,154.59455827916977,21.391545910808315,857.139132899164,64.12929594876968,Incinerated,36.38096411409335
Copper,Rolling,454.8085579735558,128.98186110996892,24.585863430130857,526.2312321531535,79.22557629599397,Landfill,19.072598759089466
Aluminium,Extrusion,222.75104961794514,34.93652675965364,1.9404215643297777,73.00450019377593,59.938347944934264,Landfill,34.7062368499395
Aluminium,Extrusion,294.59878750129485,16.179974103337862,13.730847228506677,833.0597792418528,18.96145741087992,Incinerated,54.72375204206431
Aluminium,Casting,457.91244993404615,184.9610910849805,38.254201332984614,602.9887230954384,82.05675814367973,Landfill,99.17728809792494
Steel,Rolling,330.90709816129646,127.16355975894022,7.718375580720954,123.78366708897117,65.4156971805542,Incinerated,66.42017130717856
Copper,Injection Molding,102.60411831876382,161.3420852854735,27.23019644117699,102.91871197512263,41.875742082064576,Landfill,19.924595440831403
Aluminium,Casting,472.92445562606383,101.48924678738452,11.544891728844638,910.5305512422265,69.04237807592598,Recycled,4.496144159155113
Plastic,Rolling,332.46862388213805,32.28855590285495,1.5939179575507705,672.5082603086977,29.69097302806912,Recycled,12.63564813145106
Aluminium,Rolling,200.70752659568876,33.78530051848458,12.818871422377532,830.993931323588,37.79325980695,Landfill,56.255520127304735
Aluminium,Rolling,112.67243269852426,140.25740457350457,48.81781399059263,880.1891112794447,92.16115509753907,Incinerated,76.51603288167664
Steel,Rolling,407.3113351716332,91.75812003089791,40.27531848226649,576.054628527839,32.597928038784936,Recycled,94.0419207300747
Steel,Rolling,329.0327401678311,48.099698073063976,48.01925557173064,522.2718882374909,49.64888547500398,Incinerated,1.5823171996820817
Copper,Extrusion,290.0574913893447,103.402963880873,24.90484815239176,436.1231362177803,89.56340805262138,Landfill,52.27601415618698
Plastic,Casting,452.2516623729309,22.19969804427548,6.377073735197672,323.7771219132081,72.23352827541511,Incinerated,47.086735622317676
Steel,Extrusion,404.86874505103884,120.57456636373577,27.850014959710954,440.2500012501246,10.909306485646761,Recycled,65.6055021975704
Aluminium,Injection Molding,118.25369587973803,61.10874684266856,23.264489393438083,776.1408591728548,18.993789206502182,Incinerated,55.95788544653419
Copper,Rolling,190.27493050799671,161.53622912106576,42.373497054241184,605.9041967049802,5.744951123332098,Incinerated,68.70391505824806
Aluminium,Casting,161.82011291650957,68.96877219547902,5.806046458427985,893.5980570552977,64.93757007177052,Landfill,65.80825847491903
Aluminium,Rolling,384.77583165770466,96.49182832554223,24.923815714067132,448.94621423539587,47.52897541398974,Landfill,11.70117248579462
Steel,Casting,65.08959563110072,12.20790258253912,8.352384570005228,611.0186829315664,17.756110835716175,Landfill,79.97179136187196
Copper,Extrusion,306.45035819209244,23.764908680966187,16.90912041761294,634.9944775610688,96.00374150039319,Recycled,12.323257571632485
Plastic,Casting,393.1064085833107,84.57377571727011,37.130496792002184,595.7801906832623,55.31767377483389,Recycled,69.85306252091371
Plastic,Injection Molding,444.5445365427872,101.18837859625347,24.32488833906956,705.6074353546612,27.979862940724473,Landfill,41.614536764060674
Steel,Injection Molding,203.93678692215835,124.00390414266771,19.418525972142696,245.0591336910582,52.557339259697216,Landfill,51.38507345765979
Steel,Casting,419.5657871024058,65.41588995476761,20.32933764993173,517.2401397703327,69.56393160983524,Recycled,90.32980143757105
Copper,Casting,99.78428162984325,142.04655836404308,23.512891651893344,113.1825547802642,12.242725707488624,Recycled,88.98837264734865
Plastic,Casting,430.9035312805332,173.42325546594887,39.46581064801579,390.6662143683644,31.096862429549738,Recycled,81.78563056550296
Plastic,Casting,107.36989804939208,158.17168788973646,44.71214975807148,492.7903979350518,81.6617216339794,Recycled,51.014838045632324
Plastic,Injection Molding,228.77928075216528,17.527576816187857,47.811399638692485,655.7020169500178,48.66816268825282,Landfill,73.62398101338331
Aluminium,Rolling,408.78291460079913,101.2963199789875,39.55826592650946,951.0257420603415,56.92482849306801,Recycled,51.289705551880935
Plastic,Casting,117.4628423069482,29.936733899453223,16.454937891652623,604.6445558828723,46.11752020989958,Landfill,86.96060824747775
Aluminium,Casting,153.16312785468867,55.98855301388022,34.71860059824056,746.1579770147941,9.170494551085486,Incinerated,40.27758332328999
Copper,Injection Molding,375.01365577687983,197.46589272075784,22.442553078714205,511.2033989002507,20.746229082914812,Incinerated,97.02353444148768
Aluminium,Injection Molding,374.01644144573345,37.07415315128752,13.478860480256508,637.762991062568,47.32645568047963,Recycled,93.23227582288776
Copper,Extrusion,338.5164347983838,104.78874915575766,42.202707391870206,80.2228939724357,24.872619213753143,Incinerated,74.16026194517855
Plastic,Casting,362.276800010195,127.44958952044263,2.882891099153925,261.8476650334285,9.748007722669481,Incinerated,27.9415884176072
Plastic,Extrusion,294.22599950641825,143.46834440337975,45.186337614635754,368.2345622730873,85.14671808492325,Incinerated,13.16535887932584
Copper,Injection Molding,163.30957650812874,116.33324986251368,23.612395766611975,477.76842145644844,98.213290270591,Recycled,85.47034500931974
Steel,Injection Molding,205.56319707676374,11.856461009644896,32.222872363605745,55.1922580473599,80.34857302969024,Recycled,16.530228613796126
Copper,Rolling,131.71897256064153,72.02764856635847,33.30834218808335,148.6238565777845,86.10956756194336,Incinerated,85.42607889973357
Steel,Casting,458.80275260013275,108.36521224309517,44.86076929462028,284.0461647133927,27.98782738011931,Landfill,49.07650067123605
Aluminium,Extrusion,312.5263076447542,26.694634837518336,32.19681442619316,971.8173639920401,96.25956267375398,Incinerated,40.65567838081042
Aluminium,Injection Molding,230.38313754363796,76.61911692974435,31.082745653243027,338.03353703202026,23.707941923075698,Recycled,90.31907788344292
Aluminium,Injection Molding,257.90261163985974,16.30859067035965,4.2659499874738085,487.2206475309617,95.38583198437406,Recycled,60.38509825402779
Plastic,Extrusion,476.2775028253169,24.92991445945394,26.401993075315,204.13673561100902,99.50783292676535,Recycled,57.661400712971776
Aluminium,Rolling,119.00813140223609,85.41542247830326,8.358281040035042,614.6722703650106,72.61366654587464,Incinerated,55.87659446243977
Steel,Injection Molding,313.80342440755874,35.215993268181464,37.13425466735279,287.87638336081454,98.20865452022308,Landfill,37.11695160195314
Aluminium,Casting,277.64990549800973,117.83276116969604,26.09887411982105,214.9226526540425,59.10627905887485,Recycled,78.56431035291273
Copper,Injection Molding,325.1544059455915,140.99834413608048,34.33116118120931,521.4069021615193,29.656469401728582,Recycled,25.2798444015773
Copper,Casting,58.14958271937823,162.11147283072575,3.041972129516829,15.450741168816613,46.51460913823398,Incinerated,93.88949600412751
Plastic,Extrusion,442.45575902486814,48.02854640651392,5.154808786244358,17.587392322733074,61.388288860984666,Landfill,89.39852050469608
Copper,Casting,469.4532271176256,41.821690629223255,36.09984601507143,226.8781210108392,11.942748392566424,Incinerated,33.748032567489815
Steel,Extrusion,304.309932615144,29.867889663536047,4.532132463934995,46.35414887581293,64.12261013863838,Recycled,72.94637698316637
Aluminium,Casting,363.49287074460153,130.92174741329097,4.491579660497671,116.94549658938446,98.21189449241798,Landfill,57.32231944495915
Plastic,Extrusion,465.1247215297831,144.23038803251123,1.593315286509485,345.47204284536406,23.060226729454126,Landfill,33.76493019992346
Aluminium,Casting,368.2573854410294,16.001367516871987,47.86856851667453,804.5598227840147,80.29653604739642,Recycled,98.85216479954467
Aluminium,Rolling,118.6425693114176,187.88032678630105,37.13790961349134,576.3281569356078,91.25038540906384,Landfill,2.5237345848264203
Steel,Casting,309.3297620750659,19.87454389377976,18.309319016601144,517.5410486968523,94.65165131792098,Landfill,25.264603062128664
Copper,Casting,323.0217708722852,112.84630370720339,15.530243483095106,300.5539349760404,96.21288241851748,Incinerated,52.00740611111504
Copper,Rolling,240.8588020860737,144.72149869567411,18.135458257546627,932.4361822384882,54.538665678539836,Recycled,52.19530034785639
Aluminium,Injection Molding,381.3999060311253,175.48413351175626,38.958023027877914,403.04489082481973,97.84425125919284,Recycled,58.89330749455641
Plastic,Injection Molding,470.4651566460567,145.67651710516128,33.407159942450306,96.22183912781378,76.94446967777169,Recycled,75.16761720229192
Copper,Casting,466.5058308080493,162.32833578326046,10.074582825505928,620.8958509566232,20.35878644251138,Recycled,62.34778305192964
Plastic,Rolling,252.87771713185944,74.49553658313314,9.531357431370132,122.7000095418354,50.30551011445715,Recycled,60.0281460528037
Copper,Casting,100.95712062833987,164.8167716118373,5.821386835956469,351.7709113736752,73.24146166034038,Landfill,5.351446291304329
Plastic,Extrusion,493.1785395330506,25.22182081308828,33.35483326536557,512.3378193306307,28.497330002812916,Incinerated,37.65302877892983
Steel,Extrusion,427.50413890067034,180.01516465150024,38.454260448865064,875.4802994383241,65.8584424371443,Recycled,23.2055739701156
Plastic,Casting,106.09820654147008,114.04255146920988,13.987274987925197,498.6111145367175,68.32704550942883,Incinerated,26.537011160197544
Steel,Injection Molding,464.37884717781753,165.2865762928738,2.0263030905147277,705.2361783713476,20.45647566181376,Incinerated,55.43374743403449
Steel,Injection Molding,441.4533629279577,95.94047405847702,5.02641170634494,992.8886706090797,58.68310468301185,Landfill,19.95053149296084
Plastic,Casting,283.47712570673247,132.27976208733975,48.425141707406496,140.17422869900182,78.30455654296773,Recycled,29.394910101689753
Steel,Casting,316.07394608521815,110.01650557786151,15.476794096393593,281.9842102643243,52.39508813091448,Landfill,23.70847085173401
Aluminium,Extrusion,229.55121674155862,149.00200913351307,38.69193424406855,400.63031484166993,6.149796093730205,Recycled,94.85029432181948
Steel,Injection Molding,74.6427374699141,25.50969658581202,31.608514873858926,427.6098967534431,5.858654562532757,Landfill,94.46657321710951
Copper,Casting,200.8387587406554,21.46689595820712,19.7150423429919,416.9108645128903,38.91778767715116,Incinerated,60.99415585960517
Plastic,Extrusion,411.28405186910516,56.94961446192782,11.0786758475822,908.5348925309894,92.9884365010193,Recycled,92.45224687318999
Aluminium,Injection Molding,52.08441035207129,40.31348922150578,6.947934489810915,716.8923180221879,26.724294062342832,Incinerated,78.58126454683732
Plastic,Rolling,200.07462726101488,175.63887765251832,31.135635433904465,611.8261619497968,65.26455044281028,Incinerated,58.99478828018088
Copper,Extrusion,229.1759121159245,51.65065759802842,38.95705525125161,316.2789906841543,26.097207715865455,Landfill,0.6435211496795712
Copper,Injection Molding,291.8280213220653,195.41439860563494,32.55130842351541,825.5524803790818,35.55864901765712,Recycled,77.2516286079404
Copper,Injection Molding,463.9350273857422,74.0102004365103,26.98480452920876,955.5099063701391,85.56399851214098,Incinerated,70.24883415884689
Steel,Extrusion,205.85569746468255,44.60240398085286,3.055609948150177,822.9862997247243,74.24183701564495,Landfill,61.5253653282414
Steel,Rolling,206.12894085330245,160.04271635707104,48.4559501021248,11.549454139558176,14.06293134475501,Recycled,76.04243116824718
Plastic,Extrusion,381.8755616493868,135.15447734516647,40.13699539107415,640.0373564815729,45.72669199371119,Recycled,51.29221647747657
Plastic,Injection Molding,253.49807340041323,104.6571861260964,15.348279798347273,60.624027627679716,7.771127546300125,Incinerated,70.4083271321339
Aluminium,Casting,151.0721703229919,115.51907467814993,49.01854613858368,265.0311481303846,50.68456392728586,Recycled,93.51720867264933
Aluminium,Casting,253.59778225971203,146.64833787173012,30.49219789217978,68.92945334429396,67.93123111160148,Incinerated,37.580501584608626
Plastic,Extrusion,113.38565917090995,53.40640085294676,29.538710252155077,607.7574984198939,16.2577492418244,Recycled,70.81218349006254
Steel,Injection Molding,129.3741439278005,199.30344405078097,37.65558579204707,689.7240143576807,32.444069196370734,Landfill,47.568781801095874
Copper,Casting,274.2654977327659,195.2107008078888,40.77671961641674,123.34276168524606,42.79447942270491,Incinerated,67.43996518139815
Plastic,Injection Molding,238.51645227704657,133.561880405918,33.16745175924363,390.0004942145297,92.35544734232472,Incinerated,76.28933355543641
Aluminium,Extrusion,461.68065548064504,47.91306567653758,7.276691571943801,461.6741438659866,99.35922646518158,Recycled,4.545250043579596
Steel,Casting,213.0772546024849,139.24336606194535,17.57510779373042,375.36249154330744,9.266573404583507,Recycled,64.66004439486619
Plastic,Injection Molding,311.26475762511956,23.71769770604341,46.476098375976434,129.8147504803411,77.29575273206224,Incinerated,22.674118440694457
Plastic,Casting,334.5189295637887,15.823975419103153,12.006164980348744,424.75831228560065,40.31378630822261,Recycled,67.00325378075668
Steel,Extrusion,55.89250546475014,58.9597488171306,19.236184168038154,753.666267330334,42.2835276918006,Landfill,46.83301859338135
Plastic,Injection Molding,348.5918174075198,97.8983617804701,22.171767264265604,80.29758788792292,76.65517246796716,Recycled,77.35527418648871
Steel,Casting,130.11618509138816,174.9717760275923,22.530844495028155,89.37821394108441,92.25051105381382,Landfill,12.340081520559643
Copper,Extrusion,482.48164286125484,148.16212325559852,31.03403954223175,361.22357891762437,95.3382164777421,Landfill,62.63223516561951
Steel,Casting,116.89822748890083,151.1142390279964,47.21071604949067,942.3084545027358,59.82664567364048,Landfill,27.847072892755232
Steel,Casting,236.58085567716068,90.84373354513431,12.793942879792743,671.8869202556849,38.926510133547765,Landfill,85.29819953305915
Steel,Rolling,88.40735063538973,75.72764858392296,6.953567438744985,681.8832571058391,79.81716315658403,Landfill,92.83835056363074
Plastic,Rolling,498.5934133306763,80.49736496707452,10.676054003136928,368.3007909294863,28.845131409918526,Recycled,99.63982936790555
Plastic,Extrusion,275.9877546490592,197.65341710985098,44.459320110254204,597.724183296453,58.58703273918419,Landfill,79.60074024272834
Steel,Rolling,317.9232577940197,17.62074636837167,32.6447298201051,20.029872187465944,39.06495384486295,Recycled,75.37340704280045
Plastic,Extrusion,80.18441482479237,174.73598426326524,15.009432672718846,639.7350859454468,67.37995200224823,Landfill,21.550075886755103
Aluminium,Rolling,387.48221167963,119.94832762875475,40.98140000946225,914.1540781004744,27.837896724883155,Incinerated,33.600705899010876
Aluminium,Casting,144.45751689301358,93.33692964602218,43.207129821808365,616.447733661371,23.20132984480845,Landfill,46.56825417622795
Plastic,Extrusion,454.1244302483212,147.79895547887594,42.47920259582362,874.9616075316816,92.23271323416652,Incinerated,77.33810477822497
Plastic,Extrusion,142.31283821690323,102.46709887069355,46.02740014833817,726.7333249114329,14.671349880206005,Landfill,91.49658650779686
Steel,Casting,135.80947429864995,175.9504152355155,13.359809988494717,129.35283223965337,53.06600123481851,Landfill,18.91391000229846
Copper,Extrusion,66.4473505316427,181.1333541621391,37.997054508567636,903.4287742129833,25.98101438148585,Landfill,92.23674846701029
Plastic,Extrusion,262.43012529949965,90.12697610595653,23.56643536643286,75.77940591221713,8.698346515938407,Incinerated,69.5624652354058
Aluminium,Rolling,304.1785099681774,62.5972814746598,42.257929091613015,538.6277978222861,8.421787737685507,Incinerated,61.077073068503864
Steel,Extrusion,79.56888774275856,122.54656243273882,36.69604318091905,150.7157525555231,21.646068350053596,Landfill,19.98412712819395
Plastic,Injection Molding,398.9874275127548,183.34903566717128,39.04592487848651,21.589544623595025,87.34318367807002,Recycled,5.552503280915055
Aluminium,Casting,253.97997563661244,50.02581591107665,33.151930046372506,427.8139175263626,31.835480677817532,Landfill,56.84648985079399
Aluminium,Rolling,285.975621197411,128.36365087706173,9.694009704015636,302.0903005776147,95.29362120465309,Incinerated,65.15156833288924
Copper,Rolling,248.34323612220265,129.9964418175789,27.706319025949977,491.140488859627,60.25411783397339,Landfill,21.078144935468824
Steel,Injection Molding,230.3433773938967,149.29147425890338,49.2488172367009,581.4278878672053,46.47834802803278,Incinerated,55.64562058254564
Steel,Casting,301.83814908869806,34.997860174179365,46.932015258358824,53.301681585857885,60.10843929359819,Incinerated,85.64934027625736
Copper,Casting,119.85811066882063,146.0067432895968,3.115513054053572,131.77326217250817,54.08634659649544,Incinerated,83.506594545502
Copper,Rolling,131.86765872287202,182.7161789264718,9.07592597074242,563.0559724859211,77.08374410694589,Landfill,92.73551805862972
Steel,Extrusion,437.8035294560828,44.13979068534597,7.454709899273533,349.73567964093166,31.837126267420963,Incinerated,36.588580955688045
Steel,Rolling,475.75195796013475,55.133231735536754,36.57301558927948,731.8817526739535,38.53978720202873,Incinerated,31.80495725509187
Plastic,Casting,217.98919232588884,194.56506786791152,41.07148116299031,655.7687321060203,89.93895874065882,Landfill,74.94260059808087
Plastic,Injection Molding,171.8351029145992,44.38562101480306,11.462056949222923,847.1483193600078,94.91336874928852,Incinerated,43.1112405097005
Copper,Rolling,339.7997944575571,172.33316774022003,25.786781954639622,695.567898402533,89.79303161121508,Landfill,8.754866402778061
Plastic,Casting,233.9303769941434,103.53279272512661,42.1944483725488,435.63176661624664,44.84755942594479,Incinerated,28.28011306704997
Aluminium,Rolling,61.42386004715519,56.973904136603636,36.90727569354628,676.236956170488,79.13472278565376,Recycled,41.85822855314891
Plastic,Extrusion,120.26866881478566,175.44248124177716,27.569623069100565,282.62736251286435,50.25189466360438,Recycled,29.251642547625202
Plastic,Rolling,372.18750298132886,94.60799845050644,29.92703683247987,313.2503637904305,52.26628595387971,Incinerated,33.220557094732165
Aluminium,Rolling,346.5157738595681,107.81529724664114,25.909666798897717,791.0953083215854,24.444610360441974,Recycled,29.377590617439076
Copper,Casting,62.19319662656757,78.25434018595548,15.579874114622209,451.95532123756635,61.15737880955906,Landfill,4.149916718307944
Aluminium,Casting,149.88747286982726,122.66066177263622,28.68607765009179,800.396537113169,22.682910286568053,Recycled,63.709470082444255
Plastic,Casting,153.98365846463213,41.06953579115432,34.75537980045444,824.1981499315956,36.498646411383405,Incinerated,59.72924203534693
Copper,Rolling,352.35173461942776,84.30549196383454,43.792822877179574,858.9867142846709,86.22786915389383,Incinerated,65.33834984786806
Plastic,Extrusion,58.86974198946387,194.18834124370463,32.17827634498316,917.4688834827953,24.672201875031245,Landfill,19.230989603362747
Aluminium,Injection Molding,96.84886189305823,59.04535221321423,38.29495531511474,436.6753683081633,11.760037091476118,Incinerated,29.565454161248528
Aluminium,Injection Molding,409.9622384179352,134.7799662628455,8.843510112774077,325.67815013792745,11.555721298217549,Landfill,61.96159269449223
Plastic,Casting,130.34509792445013,71.78611220269202,23.616316246569706,586.3767591281727,94.37452944779525,Recycled,59.96275684599214
Steel,Casting,343.7357485333436,156.95989388045413,1.4572493715275714,377.4606992032513,53.15744160637429,Recycled,50.63303093542678
Steel,Rolling,157.18225147102692,34.865995536486466,13.087264361559528,605.0634251322306,43.89414682261674,Landfill,35.04132500101974
Aluminium,Injection Molding,94.74862674170532,194.2659985649235,36.596624040537236,708.5300040173863,82.03346519575226,Landfill,91.293100477469
Aluminium,Casting,159.42748594975433,96.22001286289145,49.59868761611881,691.5209683072155,84.40346315149903,Incinerated,33.97702422988438
Steel,Extrusion,375.0201193350466,54.84958803582815,5.8597268797735795,380.80735814992016,36.558148145982436,Recycled,45.56191564372516
Steel,Extrusion,435.06341064782856,23.964381992702407,20.673221477203125,175.1915996817653,70.89371546001055,Landfill,67.81138309542088
Plastic,Casting,423.5989390551462,42.25400196663274,40.20347746625882,436.22404507758546,78.25666750592923,Recycled,54.302143086676416
Plastic,Casting,228.73258832830467,108.75705022564335,10.997746096816043,151.16820264108964,67.19181525226568,Landfill,34.68859763643856
Steel,Injection Molding,350.6383114567908,74.0306035219444,28.199162515812027,891.1960648319703,19.40153210600944,Recycled,43.564479045650984
Plastic,Injection Molding,142.24293293711943,167.4878395176958,36.92049350545407,352.4186861304788,88.20889293412041,Incinerated,79.44808178535061
Plastic,Rolling,181.91647861745597,91.86862949574312,31.18328706274877,162.91514975109055,56.213982509920825,Recycled,27.812915548661245
Copper,Injection Molding,453.3511183345039,57.25571179164968,10.21321199615539,35.19328230669337,31.834880505150352,Recycled,14.225523977681542
Plastic,Extrusion,55.850865579831215,127.25754745476571,18.413843865601233,649.3641624236194,45.396677616580924,Recycled,31.31632018297771
Aluminium,Extrusion,88.47883888451064,144.2876712082347,39.405797439784465,640.5332942801958,8.5692535878962,Recycled,84.95342154879013
Plastic,Casting,143.5488148157123,41.737962501180476,28.157099192468813,347.19812491547873,17.14734611612967,Recycled,8.898971485634666
Plastic,Injection Molding,61.93949174321887,41.84765109478036,1.2562510636027242,80.99476995917449,77.72694129900678,Incinerated,99.16960733724518
Steel,Rolling,131.6459457904088,16.967571117373165,38.2885472413766,415.5326059462797,5.001105301759783,Landfill,54.10028989276625
Aluminium,Extrusion,312.3687024363615,149.9163828624717,2.7302563920717144,318.10532011275967,44.57375370581776,Recycled,98.4845743967094
Plastic,Extrusion,239.64104776662407,136.12286024814296,37.54095535383038,680.3494333376592,54.6384672031309,Incinerated,93.89964220859775
Plastic,Rolling,451.7022699846387,100.17986639246463,10.921547448096634,609.7214569581635,10.190269900092368,Recycled,45.28137142109168
Copper,Rolling,417.8496027822984,170.39238530414747,47.94560052584963,370.9477909155646,97.44242548237162,Recycled,19.84910746053491
Plastic,Extrusion,203.81780826404417,163.0773290605101,19.02909681380214,225.7136287124402,26.481906468718833,Landfill,16.488477656513844
Plastic,Extrusion,166.7405450440816,121.2173292353829,17.019649200565876,988.155606494036,33.89887836544668,Recycled,23.99893638699575
Copper,Rolling,220.8615836752701,174.97154329751913,8.295514466289788,459.4616049841537,33.8745386642276,Incinerated,71.01326405645374
Steel,Extrusion,315.6327241316635,49.109829906985965,15.974606559020529,691.3914934224347,26.88958290114824,Incinerated,27.294999473148785
Plastic,Casting,170.6286383702943,31.264727685568296,43.95588732958183,149.14743790257717,5.140013098199584,Landfill,34.142526960429834
Copper,Casting,330.86700853211033,61.25242618822803,49.82038254373512,490.73380266280384,74.28775543835965,Recycled,44.877880399461475
Aluminium,Rolling,234.23524348605818,20.84650265696982,19.047166994835568,37.26135267077083,96.8503224809321,Incinerated,91.32326804214563
Steel,Injection Molding,298.4212313833911,110.92221032019609,22.981920916772587,510.40056673134546,26.30788091207928,Recycled,18.939341788484608
Aluminium,Rolling,246.25693811089252,187.95508153604268,36.381475971934115,964.3772330465254,67.98948322132513,Recycled,0.5026552609803114
Aluminium,Rolling,182.50959179386294,17.475272727016833,44.42359324278865,390.36464585594223,75.48015106107793,Recycled,6.0096410378170155
Copper,Injection Molding,476.8039881329705,33.200883661905095,30.059172375152425,48.60605244916247,85.60041101359985,Landfill,90.4766341680118
Plastic,Injection Molding,393.62260737189234,95.9178153738527,20.184759210713636,40.6462330101501,45.14977371629287,Recycled,64.7516464843363
Copper,Injection Molding,113.05092909490364,187.43625333030192,21.218470201582562,394.1068923474008,33.77843603584078,Incinerated,27.304061932780677
Copper,Casting,440.8105891540608,70.0696599455826,35.08528917834354,168.42468709856212,35.903037732187954,Recycled,17.719250101119112
Copper,Extrusion,269.34403921228113,106.37461365079456,1.1576949166096555,33.11857536490405,72.69902664435872,Incinerated,29.426673663711433
Copper,Casting,452.54850210234116,17.8988432195745,31.359877535532192,758.651477810675,82.59404931803543,Recycled,11.479692725128011
Steel,Extrusion,409.93486517629185,38.185208182796885,18.419157511626512,463.9377787930718,22.25332693687725,Incinerated,94.1532910284441
Plastic,Casting,241.34607701115505,197.4597233621809,39.91566923257713,296.352324252928,40.23939577498769,Incinerated,78.42061743652668
Aluminium,Extrusion,60.111188744052825,193.37255232284866,5.556541351333475,901.0823511863159,90.68431869116925,Recycled,46.23911769125407
Aluminium,Casting,170.90481172322575,10.938596377537827,29.821911080471136,124.97757059852036,81.63588437100023,Recycled,86.49626051152019
Plastic,Injection Molding,293.73539659739015,190.8442392304154,24.567671604420063,956.359640665766,98.56154826243521,Incinerated,24.945820429323227
Aluminium,Rolling,335.0651989217663,131.43278818494508,32.473950769356144,320.8270502035793,76.65358466979767,Landfill,71.71205684721936
Plastic,Casting,166.04945844494102,174.9044759588042,4.1778261296654495,889.5196355855944,42.353544097652616,Recycled,85.61324990137435
Aluminium,Extrusion,112.71023333277085,96.40057257043323,29.41920558397843,606.913447714667,61.11059422949059,Landfill,35.67687116232726
Copper,Injection Molding,425.7186065596846,107.96324543005754,28.512744810016663,828.4402861440726,67.79635415349543,Recycled,75.74644454507177
Aluminium,Casting,492.98098131659845,102.88085024881484,28.472344626392374,984.1730315783597,12.453302550126775,Recycled,29.507234926430936
Plastic,Casting,286.56058203620864,136.70420893375984,30.570895663226285,295.5213834405583,56.72721111486718,Recycled,29.88571352590308
Plastic,Injection Molding,127.25567863173657,36.53373840369945,34.146928924091746,961.524130553517,72.3854787048979,Recycled,10.705717855418605
Plastic,Casting,172.53829693371603,15.694982075808811,40.44446098435772,395.58707595339615,20.895523880100736,Landfill,44.00580465093987
Plastic,Rolling,58.27580444636003,68.50668890232627,14.221215286282503,391.6567856895531,79.16001315542793,Recycled,72.97119064974223
Plastic,Casting,461.4344629522246,143.88934491996287,41.42742109882304,346.9832332119606,60.4584141488406,Incinerated,94.02208055712849
Steel,Rolling,102.9879873005635,48.35215590336019,25.41452843090923,545.9935312741094,95.4610696412715,Incinerated,60.379699192909605
